0,0,0,0,6.7,6.4,5,6.033333333
0,0,0,1,4.2,3.7,3.8,3.9
0,0,1,0,13.8,5.9,6.3,8.666666667
0,0,1,1,6.2,3.2,5.2,4.866666667
0,1,0,0,7.9,7.6,7.8,7.766666667
0,1,0,1,4.7,3.9,3.7,4.1
0,1,1,0,8.8,7.8,8.4,8.333333333
0,1,1,1,5.1,3.9,3.9,4.3
1,0,0,0,6.7,5.6,7.6,6.633333333
1,0,0,1,3.5,3.2,3.5,3.4
1,0,1,0,11.5,7.6,6.6,8.566666667
1,0,1,1,5.3,4.6,4.4,4.766666667
1,1,0,0,5.2,7.4,8.5,7.033333333
1,1,0,1,4.8,3.9,4.1,4.266666667
1,1,1,0,9.6,11.5,13.3,11.46666667
1,1,1,1,4.4,4.3,5.7,4.8
